"source_league_name";"source_country";"source_league_id";"player_id";"player_name";"firstname";"lastname";"age";"birth_date";"birth_place";"birth_country";"nationality";"height";"weight";"injured";"photo";"team_id";"team_name";"team_logo";"league_id";"league_name_api";"league_country";"league_logo";"league_flag";"season";"games_appearences";"games_lineups";"games_minutes";"games_number";"games_position";"games_rating";"games_captain";"substitutes_in";"substitutes_out";"substitutes_bench";"shots_total";"shots_on";"goals_total";"goals_conceded";"goals_assists";"goals_saves";"passes_total";"passes_key";"passes_accuracy";"tackles_total";"tackles_blocks";"tackles_interceptions";"duels_total";"duels_won";"dribbles_attempts";"dribbles_success";"dribbles_past";"fouls_drawn";"fouls_committed";"cards_yellow";"cards_yellowred";"cards_red";"penalty_won";"penalty_commited";"penalty_scored";"penalty_missed";"penalty_saved";"goals_per90";"assists_per90";"shots_per90";"shots_on_per90";"key_passes_per90";"passes_per90";"tackles_per90";"interceptions_per90";"duels_total_per90";"duels_won_per90";"dribbles_attempts_per90";"dribbles_success_per90";"fouls_drawn_per90";"fouls_committed_per90"
"Championship";"England";40;159420;"R. Edwards";"Ronnie";"Lee Edwards";22;"2003-03-28";"Harlow";"England";"England";"180";"76";FALSE;"https://media.api-sports.io/football/players/159420.png";72;"QPR";"https://media.api-sports.io/football/teams/72.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;6;6;540;37;"Defender";6,52;FALSE;0;0;3;1;NA;0;0;0;NA;293;3;40;5;2;8;31;18;1;1;NA;1;5;1;0;0;NA;NA;0;0;NA;0;0;0,166666666666667;NA;0,5;48,8333333333333;0,833333333333333;1,33333333333333;5,16666666666667;3;0,166666666666667;0,166666666666667;0,166666666666667;0,833333333333333
"Championship";"England";40;284356;"S. Charles";"Shea Emmanuel";"Charles";22;"2003-11-05";"Manchester";"England";"Northern Ireland";"189";"87";FALSE;"https://media.api-sports.io/football/players/284356.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;20;14;1364;24;"Midfielder";6,95;FALSE;6;5;6;13;7;1;0;1;NA;793;17;NA;37;4;15;192;110;29;13;NA;37;25;5;0;0;NA;NA;0;0;NA;0,0659824046920821;0,0659824046920821;0,857771260997067;0,461876832844575;1,1217008797654;52,3240469208211;2,44134897360704;0,989736070381232;12,6686217008798;7,25806451612903;1,91348973607038;0,857771260997067;2,44134897360704;1,64956011730205
"Championship";"England";40;334353;"J. Quarshie";"Joshua";"Quarshie";21;"2004-07-26";"Duisburg";"Germany";"Germany";"196";"91";FALSE;"https://media.api-sports.io/football/players/334353.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;12;11;949;17;"Defender";6,66;FALSE;1;2;16;5;NA;0;0;0;NA;677;5;50;12;5;10;75;43;6;4;NA;4;11;2;0;0;NA;NA;0;0;NA;0;0;0,47418335089568;NA;0,47418335089568;64,204425711275;1,13804004214963;0,948366701791359;7,1127502634352;4,07797681770285;0,569020021074816;0,379346680716544;0,379346680716544;1,0432033719705
"Championship";"England";40;334362;"D. Downs";"Damion Lamar";"Downs";21;"2004-07-06";"Werneck";"Germany";"Germany";"192";"80";FALSE;"https://media.api-sports.io/football/players/334362.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;10;1;275;42;"Attacker";6,29;FALSE;9;1;12;5;NA;0;0;1;NA;31;1;NA;NA;NA;NA;26;4;4;1;NA;1;4;1;0;0;NA;NA;0;0;NA;0;0,327272727272727;1,63636363636364;NA;0,327272727272727;10,1454545454545;NA;NA;8,50909090909091;1,30909090909091;1,30909090909091;0,327272727272727;0,327272727272727;1,30909090909091
"Championship";"England";40;336585;"Mateus Fernandes";"Mateus Gonçalo";"Espanha Fernandes";21;"2004-07-10";"Olhão";"Portugal";"Portugal";"178";"72";FALSE;"https://media.api-sports.io/football/players/336585.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;3;2;189;18;"Midfielder";6,83;FALSE;1;1;1;3;1;0;0;1;NA;112;5;NA;3;NA;1;17;6;5;1;NA;2;2;0;0;0;NA;NA;0;0;NA;0;0,476190476190476;1,42857142857143;0,476190476190476;2,38095238095238;53,3333333333333;1,42857142857143;0,476190476190476;8,09523809523809;2,85714285714286;2,38095238095238;0,476190476190476;0,952380952380952;0,952380952380952
"Championship";"England";40;351013;"K. Matsuki";"Kuryu";"Matsuki";22;"2003-04-30";"Muroran";"Japan";"Japan";"180";"78";FALSE;"https://media.api-sports.io/football/players/351013.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;11;4;448;27;"Midfielder";6,74;FALSE;7;4;16;6;2;2;0;1;NA;187;4;NA;6;3;3;76;33;17;5;NA;12;9;1;0;0;NA;NA;0;0;NA;0,401785714285714;0,200892857142857;1,20535714285714;0,401785714285714;0,803571428571428;37,5669642857143;1,20535714285714;0,602678571428571;15,2678571428571;6,62946428571429;3,41517857142857;1,00446428571429;2,41071428571429;1,80803571428571
"Championship";"England";40;380691;"Jay Robinson";"Jay";"Robinson";18;"2007-03-15";NA;"England";"England";"176";"65";FALSE;"https://media.api-sports.io/football/players/380691.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;25;7;882;46;"Attacker";6,7;FALSE;18;6;22;19;10;2;0;1;NA;197;10;NA;15;NA;5;141;67;52;28;NA;17;15;0;0;0;NA;NA;0;0;NA;0,204081632653061;0,102040816326531;1,93877551020408;1,02040816326531;1,02040816326531;20,1020408163265;1,53061224489796;0,510204081632653;14,3877551020408;6,83673469387755;5,30612244897959;2,85714285714286;1,73469387755102;1,53061224489796
"Championship";"England";40;444292;"Harry Ashfield";"Harry";"Ashfield";19;"2006-03-23";NA;"Wales";"Wales";NA;NA;FALSE;"https://media.api-sports.io/football/players/444292.png";1837;"Wrexham";"https://media.api-sports.io/football/teams/1837.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;8;45;"Midfielder";6,7;FALSE;1;0;6;NA;NA;0;0;0;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;56,25;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;291108;"R. Apter";"Robert Julian";"Apter";22;"2003-01-16";"Liverpool";"England";"Scotland";"175";"58";FALSE;"https://media.api-sports.io/football/players/291108.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;13;8;603;30;"Midfielder";6,77;FALSE;5;6;19;8;5;1;0;0;NA;122;12;NA;16;NA;1;67;29;16;4;NA;6;3;1;0;0;NA;NA;0;0;NA;0,149253731343284;0;1,19402985074627;0,746268656716418;1,7910447761194;18,2089552238806;2,38805970149254;0,149253731343284;10;4,32835820895522;2,38805970149254;0,597014925373134;0,895522388059702;0,447761194029851
"Championship";"England";40;377043;"M. Leaburn";"Miles";"Leaburn";22;"2003-11-28";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/377043.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;32;18;1789;11;"Attacker";6,69;FALSE;14;12;16;25;9;1;0;1;NA;435;18;NA;18;1;7;444;231;28;11;NA;31;33;2;0;0;NA;NA;0;0;NA;0,0503074343208496;0,0503074343208496;1,25768585802124;0,452766908887647;0,905533817775294;21,8837339295696;0,905533817775294;0,352152040245947;22,3365008384572;11,6210173281163;1,40860816098379;0,553381777529346;1,55953046394634;1,66014533258804
"Championship";"England";40;384485;"Karoy Anderson";"Karoy Zidane Lovebourne";"Anderson";21;"2004-10-01";"London";"England";"Jamaica";"180";"78";FALSE;"https://media.api-sports.io/football/players/384485.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;10;6;537;18;"Midfielder";6,62;FALSE;4;5;12;NA;NA;0;0;1;NA;223;2;NA;20;3;2;77;33;3;NA;NA;4;12;2;0;0;NA;NA;0;0;NA;0;0,167597765363128;NA;NA;0,335195530726257;37,3743016759777;3,35195530726257;0,335195530726257;12,9050279329609;5,53072625698324;0,502793296089385;NA;0,670391061452514;2,01117318435754
"Championship";"England";40;394294;"Tyreece Anthony  Tupac Shakur Campbell";"Tyreece Anthony";"Tupac Shakur Campbell";19;"2003-09-14";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/394294.png";1335;"Charlton";"https://media.api-sports.io/football/teams/1335.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;1;2443;7;"Midfielder";6,68;FALSE;0;1;0;34;11;3;0;3;NA;546;31;NA;22;4;10;255;109;62;33;NA;30;21;3;0;0;NA;NA;0;0;NA;0,110519852640196;0,110519852640196;1,25255832992223;0,40523945968072;1,14203847728203;20,1146131805158;0,810478919361441;0,368399508800655;9,3941874744167;4,01555464592714;2,28407695456406;1,21571837904216;1,10519852640196;0,773638968481375
"Championship";"England";40;152699;"K. Baah";"Kwadwo";"Kyeremeh Baah";22;"2003-01-27";"Stuttgart";"Germany";"Germany";"183";"75";FALSE;"https://media.api-sports.io/football/players/152699.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;23;6;759;34;"Attacker";6,63;FALSE;17;5;19;14;7;1;0;1;NA;163;14;NA;3;2;2;109;39;41;11;NA;20;16;4;0;0;NA;NA;0;0;NA;0,118577075098814;0,118577075098814;1,6600790513834;0,8300395256917;1,6600790513834;19,3280632411067;0,355731225296443;0,237154150197628;12,9249011857708;4,62450592885375;4,86166007905138;1,30434782608696;2,37154150197628;1,89723320158103
"Championship";"England";40;293168;"Max Alleyne";"Max";"Alleyne";20;"2005-07-21";NA;"England";"England";"185";"71";FALSE;"https://media.api-sports.io/football/players/293168.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;16;14;1273;3;"Defender";6,89;FALSE;2;3;10;3;NA;0;0;0;NA;713;2;NA;27;6;15;109;72;11;7;NA;8;4;2;0;0;NA;NA;0;0;NA;0;0;0,21209740769835;NA;0,1413982717989;50,4084838963079;1,90887666928515;1,06048703849175;7,70620581304006;5,09033778476041;0,777690494893951;0,494893951296151;0,565593087195601;0,2827965435978
"Championship";"England";40;302622;"K. Keben";"Kévin";"Keben Biakolo";21;"2004-01-26";NA;"Cameroon";"Cameroon";"187";"86";FALSE;"https://media.api-sports.io/football/players/302622.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;22;18;1685;4;"Defender";6,6;FALSE;4;1;8;5;1;0;0;1;NA;1033;4;40;18;9;19;138;78;15;9;NA;11;14;3;0;0;NA;NA;0;0;NA;0;0,0534124629080119;0,267062314540059;0,0534124629080119;0,213649851632047;55,1750741839763;0,961424332344214;1,01483679525223;7,37091988130564;4,16617210682493;0,801186943620178;0,480712166172107;0,587537091988131;0,747774480712166
"Championship";"England";40;320335;"J. Abankwah";"James Bright";"Adusei Abankwah";21;"2004-01-16";"Dublin";"Republic of Ireland";"Republic of Ireland";"182";"79";FALSE;"https://media.api-sports.io/football/players/320335.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;22;21;1812;25;"Defender";6,66;FALSE;1;5;12;4;NA;0;0;0;NA;890;8;NA;32;8;20;181;108;15;9;NA;18;26;2;0;1;NA;NA;0;0;NA;0;0;0,198675496688742;NA;0,397350993377483;44,205298013245;1,58940397350993;0,993377483443709;8,99006622516556;5,36423841059603;0,745033112582781;0,447019867549669;0,894039735099338;1,29139072847682
"Championship";"England";40;332788;"L. Kjerrumgaard";"Luca";"Tange Kjerrumgaard";22;"2003-02-09";"Odense";"Denmark";"Denmark";"190";NA;FALSE;"https://media.api-sports.io/football/players/332788.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;33;27;2231;9;"Attacker";6,73;FALSE;6;21;8;40;26;9;0;1;NA;374;19;NA;11;2;5;311;124;19;7;NA;15;26;1;0;0;NA;NA;0;0;NA;0,363065889735545;0,0403406544150605;1,61362617660242;1,04885701479157;0,76647243388615;15,0874047512326;0,443747198565666;0,201703272075303;12,5459435230838;5,0022411474675;0,76647243388615;0,282384580905424;0,605109816225908;1,04885701479157
"Championship";"England";40;338014;"N. Irankunda";"Nestory";"Irankunda";19;"2006-02-09";"Kigoma";"Australia";"Australia";"175";"74";FALSE;"https://media.api-sports.io/football/players/338014.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;29;13;1287;66;"Attacker";6,88;FALSE;16;11;17;29;13;2;0;3;NA;362;24;NA;22;NA;4;238;119;60;31;NA;32;24;8;0;1;1;NA;0;0;NA;0,13986013986014;0,20979020979021;2,02797202797203;0,909090909090909;1,67832167832168;25,3146853146853;1,53846153846154;0,27972027972028;16,6433566433566;8,32167832167832;4,1958041958042;2,16783216783217;2,23776223776224;1,67832167832168
"Championship";"England";40;367473;"J. Grieves";"Jack";"Grieves";21;"2004-12-05";"Watford";"England";"England";"176";"66";FALSE;"https://media.api-sports.io/football/players/367473.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;1;0;18;43;"Attacker";6,2;FALSE;1;0;5;NA;NA;0;0;0;NA;2;NA;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;10;NA;5;10;NA;NA;NA;NA;NA
"Championship";"England";40;371914;"Vivaldo Semedo";"Vivaldo Leandro";"Semedo Moura Sousa";20;"2005-01-28";"Luanda";"Portugal";"Portugal";"192";"85";FALSE;"https://media.api-sports.io/football/players/371914.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;21;5;649;18;"Attacker";6,6;FALSE;16;4;26;20;13;3;0;1;NA;110;5;NA;4;NA;1;90;29;9;4;NA;5;17;2;0;0;1;NA;0;0;NA;0,416024653312789;0,138674884437596;2,77349768875193;1,80277349768875;0,693374422187982;15,2542372881356;0,554699537750385;0,138674884437596;12,4807395993837;4,02157164869029;1,24807395993837;0,554699537750385;0,693374422187982;2,35747303543914
"Championship";"England";40;384800;"R. Andrews";"Ryan";"Andrews";21;"2004-08-26";NA;"England";"England";"180";"77";FALSE;"https://media.api-sports.io/football/players/384800.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;3;0;31;45;"Defender";6,5;FALSE;3;0;4;NA;NA;0;0;0;NA;6;NA;NA;1;NA;NA;4;3;1;1;NA;1;1;1;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;17,4193548387097;2,90322580645161;NA;11,6129032258065;8,70967741935484;2,90322580645161;2,90322580645161;2,90322580645161;2,90322580645161
"Championship";"England";40;418204;"M. Doumbia";"Mamadou";"Doumbia";19;"2006-02-18";NA;"Mali";"Mali";"192";"86";FALSE;"https://media.api-sports.io/football/players/418204.png";38;"Watford";"https://media.api-sports.io/football/teams/38.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;24;15;1387;20;"Attacker";6,57;FALSE;9;11;11;25;11;5;0;0;NA;347;20;NA;10;5;3;193;69;17;8;NA;15;29;4;0;0;NA;NA;0;0;NA;0,324441240086518;0;1,62220620043259;0,713770728190339;1,29776496034607;22,5162220620043;0,648882480173035;0,194664744051911;12,5234318673396;4,47728911319394;1,10310021629416;0,519105984138428;0,973323720259553;1,8817591925018
"Championship";"England";40;283273;"C. Taylor";"Caleb Joaquin";"Taylor";22;"2003-01-14";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/283273.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;15;"Defender";NA;FALSE;0;0;3;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;283273;"C. Taylor";"Caleb Joaquin";"Taylor";22;"2003-01-14";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/283273.png";58;"Millwall";"https://media.api-sports.io/football/teams/58.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;22;18;1703;6;"Defender";7,07;FALSE;4;0;12;21;9;3;0;2;NA;703;5;NA;25;14;39;197;137;6;4;NA;7;12;1;0;0;NA;NA;0;0;NA;0,158543746330006;0,105695830886671;1,10980622431004;0,475631238990018;0,264239577216676;37,1520845566647;1,32119788608338;2,06106870229008;10,4110393423371;7,24016441573693;0,317087492660012;0,211391661773341;0,369935408103347;0,634174985320023
"Championship";"England";40;283278;"T. Fellows";"Tom Allen";"Fellows";22;"2003-07-25";NA;"England";"England";"183";"73";FALSE;"https://media.api-sports.io/football/players/283278.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;3;3;233;31;"Midfielder";6,7;FALSE;0;3;0;3;NA;0;0;0;NA;51;4;NA;1;NA;NA;24;8;10;3;NA;3;2;0;0;0;NA;NA;0;0;NA;0;0;1,1587982832618;NA;1,5450643776824;19,6995708154506;0,386266094420601;NA;9,27038626609442;3,09012875536481;3,86266094420601;1,1587982832618;1,1587982832618;0,772532188841202
"Championship";"England";40;283278;"T. Fellows";"Tom Allen";"Fellows";22;"2003-07-25";NA;"England";"England";"183";"73";FALSE;"https://media.api-sports.io/football/players/283278.png";41;"Southampton";"https://media.api-sports.io/football/teams/41.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;29;20;1711;18;"Midfielder";6,71;FALSE;9;20;9;18;6;0;0;4;NA;564;36;NA;27;2;8;165;77;51;23;NA;23;15;2;0;0;NA;NA;0;0;NA;0;0,210403272939801;0,946814728229106;0,315604909409702;1,89362945645821;29,666861484512;1,42022209234366;0,420806545879603;8,6791350087668;4,05026300409117;2,68264172998247;1,20981881940386;1,20981881940386;0,789012273524255
"Championship";"England";40;284267;"I. Price";"Isaac Jude";"Price";22;"2003-09-26";"Pontefract";"England";"Northern Ireland";"193";"70";FALSE;"https://media.api-sports.io/football/players/284267.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;36;33;2760;21;"Midfielder";6,76;FALSE;3;16;3;54;25;6;0;2;NA;887;44;NA;41;8;9;221;97;37;13;NA;22;20;4;0;0;NA;NA;0;0;NA;0,195652173913043;0,0652173913043478;1,76086956521739;0,815217391304348;1,43478260869565;28,9239130434783;1,33695652173913;0,293478260869565;7,20652173913043;3,16304347826087;1,20652173913043;0,423913043478261;0,717391304347826;0,652173913043478
"Championship";"England";40;400740;"Cole Deeming";"Cole";"Deeming";18;"2007-01-19";NA;"England";"England";"182";"78";FALSE;"https://media.api-sports.io/football/players/400740.png";60;"West Brom";"https://media.api-sports.io/football/teams/60.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;33;"Midfielder";NA;FALSE;0;0;7;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;284306;"Kristi Montgomery";"Kristi";"Montgomery";21;"2004-05-31";NA;"Scotland";"Scotland";NA;NA;FALSE;"https://media.api-sports.io/football/players/284306.png";67;"Blackburn";"https://media.api-sports.io/football/teams/67.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;15;3;479;31;"Midfielder";6,63;FALSE;12;3;21;NA;NA;0;0;0;NA;202;NA;NA;21;2;5;76;43;8;2;NA;14;5;0;0;0;NA;NA;0;0;NA;0;0;NA;NA;NA;37,9540709812109;3,94572025052192;0,939457202505219;14,2797494780793;8,07933194154489;1,50313152400835;0,375782881002088;2,63048016701461;0,939457202505219
"Championship";"England";40;329366;"N. Michalski";"Nicholas Jake";"Michalski";18;"2007-03-14";NA;"England";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/329366.png";67;"Blackburn";"https://media.api-sports.io/football/teams/67.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;0;0;NA;35;"Goalkeeper";NA;FALSE;0;0;22;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Championship";"England";40;284409;"D. Mubama";"Divin Saku";"Mubama";21;"2004-10-25";NA;"England";"England";"182";"70";FALSE;"https://media.api-sports.io/football/players/284409.png";75;"Stoke City";"https://media.api-sports.io/football/teams/75.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;25;20;1614;9;"Attacker";6,62;FALSE;5;12;7;25;14;5;0;1;NA;243;8;NA;12;1;5;225;104;21;11;NA;40;31;3;1;0;NA;NA;0;0;NA;0,278810408921933;0,0557620817843866;1,39405204460967;0,780669144981413;0,446096654275093;13,5501858736059;0,669144981412639;0,278810408921933;12,546468401487;5,79925650557621;1,17100371747212;0,613382899628253;2,23048327137546;1,72862453531599
"Championship";"England";40;293163;"J. Donley";"Jamie";"Donley";20;"2005-01-03";NA;"Northern Ireland";"England";NA;NA;FALSE;"https://media.api-sports.io/football/players/293163.png";75;"Stoke City";"https://media.api-sports.io/football/teams/75.png";40;"Championship";"England";"https://media.api-sports.io/football/leagues/40.png";"https://media.api-sports.io/flags/gb-eng.svg";2025;4;0;78;14;"Midfielder";6,58;FALSE;4;0;17;2;1;0;0;1;NA;11;1;NA;4;NA;NA;9;6;1;NA;NA;1;NA;0;0;0;NA;NA;0;0;NA;0;1,15384615384615;2,30769230769231;1,15384615384615;1,15384615384615;12,6923076923077;4,61538461538461;NA;10,3846153846154;6,92307692307692;1,15384615384615;NA;1,15384615384615;NA
